Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,Sales_Lag1,Sales_RollingMean4,WeekOfYear,IsThanksgiving,Predicted_Sales,Recommendation
1,2012-08-03,1631135.79,0,86.11,3.417,221.9498642,6.908,2012,8,31,1439123.71,1558486.6675,31,0,1538517.0561279631,Maintain current stock and price
1,2012-08-10,1592409.97,0,85.05,3.494,221.9584329,6.908,2012,8,32,1631135.79,1523807.075,32,0,1513580.8111107997,Maintain current stock and price
1,2012-08-17,1597868.05,0,84.85,3.571,222.0384109,6.908,2012,8,33,1592409.97,1540156.0575,33,0,1535211.0721153084,Maintain current stock and price
1,2012-08-24,1494122.38,0,77.66,3.62,222.1719457,6.908,2012,8,34,1597868.05,1565134.3800000001,34,0,1543799.4984258157,Maintain current stock and price
1,2012-08-31,1582083.4,0,80.49,3.638,222.3054805,6.908,2012,8,35,1494122.38,1578884.0475,35,0,1568807.3834835961,Maintain current stock and price
1,2012-09-07,1661767.33,1,83.96,3.73,222.4390153,6.908,2012,9,36,1582083.4,1566620.95,36,0,1559895.892749912,Maintain current stock and price
1,2012-09-14,1517428.87,0,74.97,3.717,222.5820193,6.908,2012,9,37,1661767.33,1583960.29,37,0,1595189.3162801848,Maintain current stock and price
1,2012-09-21,1506126.06,0,69.87,3.721,222.7818386,6.908,2012,9,38,1517428.87,1563850.4949999999,38,0,1548945.6479305506,Maintain current stock and price
1,2012-09-28,1437059.26,0,76.08,3.666,222.9816579,6.908,2012,9,39,1506126.06,1566851.415,39,0,1554605.9344390559,Maintain current stock and price
1,2012-10-05,1670785.97,0,68.55,3.617,223.1814772,6.573,2012,10,40,1437059.26,1530595.3800000001,40,0,1501135.0058886623,Maintain current stock and price
1,2012-10-12,1573072.81,0,62.99,3.601,223.3812965,6.573,2012,10,41,1670785.97,1532850.04,41,0,1543773.5376497891,Maintain current stock and price
1,2012-10-19,1508068.77,0,67.97,3.594,223.4257233,6.573,2012,10,42,1573072.81,1546761.0250000001,42,0,1551737.9341275403,Maintain current stock and price
1,2012-10-26,1493659.74,0,69.16,3.506,223.4442513,6.573,2012,10,43,1508068.77,1547246.7025,43,0,1539481.3196465052,Maintain current stock and price
2,2012-04-06,2129035.91,0,68.43,3.891,221.0737638,6.891,2012,4,14,1857480.84,1890407.5975,14,0,1886824.1610048083,Maintain current stock and price
2,2012-04-13,1935869.1,0,68.08,3.891,221.1484028,6.891,2012,4,15,2129035.91,1938259.51,15,0,1973235.714585533,Maintain current stock and price
2,2012-04-20,1847344.45,0,65.69,3.877,221.2021074,6.891,2012,4,16,1935869.1,1928206.2525,16,0,1897681.3073635816,Maintain current stock and price
2,2012-04-27,1764133.09,0,67.2,3.814,221.255812,6.891,2012,4,17,1847344.45,1942432.575,17,0,1937680.9205932436,Maintain current stock and price
2,2012-05-04,1923957.09,0,76.73,3.749,221.3095166,6.891,2012,5,18,1764133.09,1919095.6375000002,18,0,1883571.672028543,Maintain current stock and price
2,2012-05-11,1917520.99,0,73.87,3.688,221.3632212,6.891,2012,5,19,1923957.09,1867825.9325,19,0,1899610.2722237143,Maintain current stock and price
2,2012-05-18,2000940.67,0,71.27,3.63,221.380331,6.891,2012,5,20,1917520.99,1863238.9050000003,20,0,1895656.1521595272,Maintain current stock and price
2,2012-05-25,1912791.09,0,78.19,3.561,221.3828029,6.891,2012,5,21,2000940.67,1901637.96,21,0,1907316.8743947118,Maintain current stock and price
2,2012-06-01,1910092.37,0,78.38,3.501,221.3852748,6.891,2012,6,22,1912791.09,1938802.4600000002,22,0,1974548.3168249123,Maintain current stock and price
2,2012-06-08,2010216.49,0,78.69,3.452,221.3877467,6.891,2012,6,23,1910092.37,1935336.28,23,0,1907833.6781052677,Maintain current stock and price
2,2012-06-15,1962924.3,0,80.56,3.393,221.4009901,6.891,2012,6,24,2010216.49,1958510.1550000003,24,0,1978041.9647204208,Maintain current stock and price
2,2012-06-22,1887733.21,0,81.04,3.346,221.4411622,6.891,2012,6,25,1962924.3,1949006.0625000002,25,0,1967884.9291303114,Maintain current stock and price
2,2012-06-29,1881046.12,0,86.32,3.286,221.4813343,6.891,2012,6,26,1887733.21,1942741.5925,26,0,1975463.2799409253,Maintain current stock and price
2,2012-07-06,2041507.4,0,84.2,3.227,221.5215064,6.565,2012,7,27,1881046.12,1935480.03,27,0,1902936.076671104,Maintain current stock and price
2,2012-07-13,1830075.13,0,80.17,3.256,221.5616784,6.565,2012,7,28,2041507.4,1943302.7575,28,0,1977560.665113056,Maintain current stock and price
2,2012-07-20,1819666.46,0,83.23,3.311,221.5701123,6.565,2012,7,29,1830075.13,1910090.4649999999,29,0,1871965.0919914679,Maintain current stock and price
2,2012-07-27,1757923.88,0,86.37,3.407,221.5785461,6.565,2012,7,30,1819666.46,1893073.7774999999,30,0,1870584.8219487462,Maintain current stock and price
2,2012-08-03,1946104.64,0,90.22,3.417,221.5869799,6.565,2012,8,31,1757923.88,1862293.2174999998,31,0,1840554.652129711,Maintain current stock and price
2,2012-08-10,1866719.96,0,88.55,3.494,221.5954138,6.565,2012,8,32,1946104.64,1838442.5274999999,32,0,1912993.3247976848,Maintain current stock and price
2,2012-08-17,1928016.01,0,84.79,3.571,221.6751459,6.565,2012,8,33,1866719.96,1847603.7349999999,33,0,1890303.9298895136,Maintain current stock and price
2,2012-08-24,1876788.15,0,76.91,3.62,221.8083518,6.565,2012,8,34,1928016.01,1874691.1225,34,0,1904883.4984385073,Maintain current stock and price
2,2012-08-31,1947083.3,0,82.64,3.638,221.9415576,6.565,2012,8,35,1876788.15,1904407.19,35,0,1891973.292145227,Maintain current stock and price
2,2012-09-07,1898777.07,1,87.65,3.73,222.0747635,6.565,2012,9,36,1947083.3,1904651.855,36,0,1908421.1035031762,Maintain current stock and price
2,2012-09-14,1814806.63,0,75.88,3.717,222.2174395,6.565,2012,9,37,1898777.07,1912666.1325,37,0,1893113.856442315,Maintain current stock and price
2,2012-09-21,1829415.67,0,71.09,3.721,222.4169362,6.565,2012,9,38,1814806.63,1884363.7874999999,38,0,1879042.803564579,Maintain current stock and price
2,2012-09-28,1746470.56,0,79.45,3.666,222.6164329,6.565,2012,9,39,1829415.67,1872520.6675,39,0,1870477.0731364065,Maintain current stock and price
2,2012-10-05,1998321.04,0,70.27,3.617,222.8159296,6.17,2012,10,40,1746470.56,1822367.4825,40,0,1812555.084414492,Maintain current stock and price
2,2012-10-12,1900745.13,0,60.97,3.601,223.0154263,6.17,2012,10,41,1998321.04,1847253.475,41,0,1924235.039610468,Maintain current stock and price
2,2012-10-19,1847990.41,0,68.08,3.594,223.0598077,6.17,2012,10,42,1900745.13,1868738.1,42,0,1897233.9321112016,Maintain current stock and price
2,2012-10-26,1834458.35,0,69.79,3.506,223.0783366,6.17,2012,10,43,1847990.41,1873381.7850000001,43,0,1886854.4779208822,Maintain current stock and price
3,2012-04-06,503232.13,0,73.01,3.891,224.9393405,6.664,2012,4,14,407488.84,419583.48500000004,14,0,429646.9957769497,Maintain current stock and price
3,2012-04-13,420789.74,0,72.83,3.891,225.0135556,6.664,2012,4,15,503232.13,434101.005,15,0,487617.2490644697,Increase stock (demand rising)
3,2012-04-20,434822.13,0,72.05,3.877,225.0689541,6.664,2012,4,16,420789.74,436354.49,16,0,425298.01003493904,Maintain current stock and price
3,2012-04-27,394616.11,0,73.39,3.814,225.1243526,6.664,2012,4,17,434822.13,441583.21,17,0,426935.3052621472,Maintain current stock and price
3,2012-05-04,439913.57,0,79.51,3.749,225.1797511,6.664,2012,5,18,394616.11,438365.02749999997,18,0,410692.426546511,Reduce price / promo (demand softening)
3,2012-05-11,431985.36,0,75.19,3.688,225.2351496,6.664,2012,5,19,439913.57,422535.3875,19,0,440053.66750102805,Maintain current stock and price
3,2012-05-18,418112.76,0,72.38,3.63,225.2512024,6.664,2012,5,20,431985.36,425334.2925,20,0,430139.5946506616,Maintain current stock and price
3,2012-05-25,413701.29,0,78.58,3.561,225.2515168,6.664,2012,5,21,418112.76,421156.94999999995,21,0,431838.39247869496,Maintain current stock and price
3,2012-06-01,432268.53,0,81.55,3.501,225.2518313,6.664,2012,6,22,413701.29,425928.245,22,0,425895.2259184071,Maintain current stock and price
3,2012-06-08,446336.8,0,81.65,3.452,225.2521458,6.664,2012,6,23,432268.53,424016.985,23,0,436511.86085464194,Maintain current stock and price
3,2012-06-15,442074.79,0,84.66,3.393,225.2644795,6.664,2012,6,24,446336.8,427604.84500000003,24,0,450874.14248749585,Increase stock (demand rising)
3,2012-06-22,419497.95,0,82.7,3.346,225.3068615,6.664,2012,6,25,442074.79,433595.35250000004,25,0,438972.3232238468,Maintain current stock and price
3,2012-06-29,422965.33,0,86.42,3.286,225.3492435,6.664,2012,6,26,419497.95,435044.5175,26,0,424624.4681109499,Maintain current stock and price
3,2012-07-06,411206.5,0,83.14,3.227,225.3916254,6.334,2012,7,27,422965.33,432718.7175,27,0,432391.12412085047,Maintain current stock and price
3,2012-07-13,416913.1,0,82.28,3.256,225.4340074,6.334,2012,7,28,411206.5,423936.1425,28,0,431258.0242862557,Maintain current stock and price
3,2012-07-20,432424.85,0,81.38,3.311,225.4438827,6.334,2012,7,29,416913.1,417645.72,29,0,425089.2794460715,Maintain current stock and price
3,2012-07-27,389427.9,0,84.94,3.407,225.4537579,6.334,2012,7,30,432424.85,420877.445,30,0,437119.00519152614,Maintain current stock and price
3,2012-08-03,419990.29,0,86.55,3.417,225.4636332,6.334,2012,8,31,389427.9,412493.08749999997,31,0,408840.39910430415,Maintain current stock and price
3,2012-08-10,391811.6,0,85.85,3.494,225.4735085,6.334,2012,8,32,419990.29,414689.035,32,0,431099.3513476016,Maintain current stock and price
3,2012-08-17,394918.83,0,87.36,3.571,225.5558664,6.334,2012,8,33,391811.6,408413.66000000003,33,0,409007.7917287844,Maintain current stock and price
3,2012-08-24,412449.67,0,83.01,3.62,225.6925864,6.334,2012,8,34,394918.83,399037.15499999997,34,0,408856.57503852586,Maintain current stock and price
3,2012-08-31,408838.73,0,85.18,3.638,225.8293063,6.334,2012,8,35,412449.67,404792.59750000003,35,0,421479.6963082183,Maintain current stock and price
3,2012-09-07,408229.73,1,84.99,3.73,225.9660263,6.334,2012,9,36,408838.73,402004.7075,36,0,423242.2881113317,Increase stock (demand rising)
3,2012-09-14,407589.16,0,78.36,3.717,226.1122067,6.334,2012,9,37,408229.73,406109.24,37,0,422762.4917559358,Maintain current stock and price
3,2012-09-21,414392.09,0,72.78,3.721,226.3151496,6.334,2012,9,38,407589.16,409276.8225,38,0,425403.8245226366,Maintain current stock and price
3,2012-09-28,389813.02,0,77.46,3.666,226.5180926,6.334,2012,9,39,414392.09,409762.4275,39,0,423143.06643910124,Maintain current stock and price
3,2012-10-05,443557.65,0,72.74,3.617,226.7210356,6.034,2012,10,40,389813.02,405006.0,40,0,410575.20217549906,Maintain current stock and price
3,2012-10-12,410804.39,0,70.31,3.601,226.9239785,6.034,2012,10,41,443557.65,413837.98000000004,41,0,452687.56477311737,Increase stock (demand rising)
3,2012-10-19,424513.08,0,73.44,3.594,226.9688442,6.034,2012,10,42,410804.39,414641.7875,42,0,427725.4092044099,Maintain current stock and price
3,2012-10-26,405432.7,0,74.66,3.506,226.9873637,6.034,2012,10,43,424513.08,417172.03500000003,43,0,430115.22061925515,Maintain current stock and price
4,2012-04-06,2470206.13,0,67.69,3.864,131.0375484,4.308,2012,4,14,2089381.77,2149598.14,14,0,2163681.3602656703,Maintain current stock and price
4,2012-04-13,2105301.39,0,68.69,3.881,131.108,4.308,2012,4,15,2470206.13,2216536.9699999997,15,0,2171923.546708481,Maintain current stock and price
4,2012-04-20,2144336.89,0,68.6,3.864,131.1173333,4.308,2012,4,16,2105301.39,2189120.4575,16,0,2124358.1181212836,Maintain current stock and price
4,2012-04-27,2064065.66,0,76.47,3.81,131.1266667,4.308,2012,4,17,2144336.89,2202306.545,17,0,2129652.0555226314,Maintain current stock and price
4,2012-05-04,2196968.33,0,80.14,3.747,131.136,4.308,2012,5,18,2064065.66,2195977.5175,18,0,2124759.6133689526,Maintain current stock and price
4,2012-05-11,2127661.17,0,67.64,3.685,131.1453333,4.308,2012,5,19,2196968.33,2127668.0675,19,0,2180519.125418959,Maintain current stock and price
4,2012-05-18,2207214.81,0,68.43,3.62,131.0983226,4.308,2012,5,20,2127661.17,2133258.0125,20,0,2126203.3999827835,Maintain current stock and price
4,2012-05-25,2154137.67,0,77.47,3.551,131.0287742,4.308,2012,5,21,2207214.81,2148977.4924999997,21,0,2187096.001735038,Maintain current stock and price
4,2012-06-01,2179360.94,0,77.41,3.483,130.9592258,4.308,2012,6,22,2154137.67,2171495.495,22,0,2168235.316173088,Maintain current stock and price
4,2012-06-08,2245257.18,0,78.11,3.433,130.8896774,4.308,2012,6,23,2179360.94,2167093.6475,23,0,2175220.5491743498,Maintain current stock and price
4,2012-06-15,2234190.93,0,80.94,3.372,130.8295333,4.308,2012,6,24,2245257.18,2196492.65,24,0,2187885.030446163,Maintain current stock and price
4,2012-06-22,2197299.65,0,81.63,3.329,130.7929,4.308,2012,6,25,2234190.93,2203236.6799999997,25,0,2182401.3934844555,Maintain current stock and price
4,2012-06-29,2128362.92,0,84.23,3.257,130.7562667,4.308,2012,6,26,2197299.65,2214027.175,26,0,2173752.642905435,Maintain current stock and price
4,2012-07-06,2224499.28,0,80.37,3.187,130.7196333,4.077,2012,7,27,2128362.92,2201277.67,27,0,2142071.2982245185,Maintain current stock and price
4,2012-07-13,2100252.61,0,76.86,3.224,130.683,4.077,2012,7,28,2224499.28,2196088.1950000003,28,0,2187483.2478295965,Maintain current stock and price
4,2012-07-20,2175563.69,0,79.14,3.263,130.7012903,4.077,2012,7,29,2100252.61,2162603.6149999998,29,0,2151118.539519673,Maintain current stock and price
4,2012-07-27,2048613.65,0,81.06,3.356,130.7195806,4.077,2012,7,30,2175563.69,2157169.625,30,0,2163447.9343988155,Maintain current stock and price
4,2012-08-03,2174514.13,0,83.86,3.374,130.737871,4.077,2012,8,31,2048613.65,2137232.3074999996,31,0,2134238.0485372175,Maintain current stock and price
4,2012-08-10,2193367.69,0,83.21,3.476,130.7561613,4.077,2012,8,32,2174514.13,2124736.02,32,0,2136357.4404604407,Maintain current stock and price
4,2012-08-17,2283540.3,0,81.41,3.552,130.7909677,4.077,2012,8,33,2193367.69,2148014.79,33,0,2168436.622607624,Maintain current stock and price
4,2012-08-24,2125241.68,0,75.76,3.61,130.8381613,4.077,2012,8,34,2283540.3,2175008.9425,34,0,2178358.963104903,Maintain current stock and price
4,2012-08-31,2081181.35,0,76.47,3.646,130.8853548,4.077,2012,8,35,2125241.68,2194165.9499999997,35,0,2147582.7480117916,Maintain current stock and price
4,2012-09-07,2125104.72,1,82.09,3.709,130.9325484,4.077,2012,9,36,2081181.35,2170832.755,36,0,2180380.0829076297,Maintain current stock and price
4,2012-09-14,2117854.6,0,68.2,3.706,130.9776667,4.077,2012,9,37,2125104.72,2153767.0125,37,0,2150776.834751423,Maintain current stock and price
4,2012-09-21,2119438.53,0,68.97,3.721,131.0103333,4.077,2012,9,38,2117854.6,2112345.5875000004,38,0,2061130.835538812,Maintain current stock and price
4,2012-09-28,2027620.23,0,71.74,3.666,131.043,4.077,2012,9,39,2119438.53,2110894.8000000003,39,0,2063245.7432824066,Maintain current stock and price
4,2012-10-05,2209835.43,0,63.07,3.62,131.0756667,3.879,2012,10,40,2027620.23,2097504.52,40,0,2056411.8166568766,Maintain current stock and price
4,2012-10-12,2133026.07,0,57.11,3.603,131.1083333,3.879,2012,10,41,2209835.43,2118687.1975,41,0,2145141.6556194983,Maintain current stock and price
4,2012-10-19,2097266.85,0,64.46,3.61,131.1499677,3.879,2012,10,42,2133026.07,2122480.065,42,0,2140499.901075752,Maintain current stock and price
4,2012-10-26,2149594.46,0,63.64,3.514,131.1930968,3.879,2012,10,43,2097266.85,2116937.145,43,0,2142691.83705614,Maintain current stock and price
5,2012-04-06,402985.7,0,70.4,3.891,222.0225762,5.801,2012,4,14,331318.73,334826.71499999997,14,0,332394.8722311509,Maintain current stock and price
5,2012-04-13,351832.03,0,70.56,3.891,222.0971111,5.801,2012,4,15,402985.7,348749.24,15,0,336326.85598762176,Maintain current stock and price
5,2012-04-20,330063.06,0,67.33,3.877,222.1512315,5.801,2012,4,16,351832.03,351859.1125,16,0,334798.648801822,Maintain current stock and price
5,2012-04-27,324839.74,0,68.96,3.814,222.2053519,5.801,2012,4,17,330063.06,354049.88,17,0,333933.1928257655,Reduce price / promo (demand softening)
5,2012-05-04,360932.69,0,77.1,3.749,222.2594722,5.801,2012,5,18,324839.74,352430.1325,18,0,332525.84539092093,Reduce price / promo (demand softening)
5,2012-05-11,333870.52,0,73.45,3.688,222.3135926,5.801,2012,5,19,360932.69,341916.88,19,0,336425.4526298469,Maintain current stock and price
5,2012-05-18,336189.66,0,70.45,3.63,222.330443,5.801,2012,5,20,333870.52,337426.5025,20,0,341147.5584035021,Maintain current stock and price
5,2012-05-25,341994.48,0,78.23,3.561,222.3323853,5.801,2012,5,21,336189.66,338958.15249999997,21,0,338079.49168944574,Maintain current stock and price
5,2012-06-01,359867.8,0,79.72,3.501,222.3343277,5.801,2012,6,22,341994.48,343246.83749999997,22,0,333964.3492901248,Maintain current stock and price
5,2012-06-08,341704.59,0,81.02,3.452,222.33627,5.801,2012,6,23,359867.8,342980.615,23,0,335226.73099862377,Maintain current stock and price
5,2012-06-15,327383.64,0,81.64,3.393,222.3492901,5.801,2012,6,24,341704.59,344939.1325,24,0,334116.08018535504,Maintain current stock and price
5,2012-06-22,325041.68,0,80.57,3.346,222.3900046,5.801,2012,6,25,327383.64,342737.6275,25,0,333882.31869564997,Maintain current stock and price
5,2012-06-29,329658.1,0,87.08,3.286,222.4307191,5.801,2012,6,26,325041.68,338499.4275,26,0,340077.9975612076,Maintain current stock and price
5,2012-07-06,341214.43,0,82.35,3.227,222.4714336,5.603,2012,7,27,329658.1,330947.0025,27,0,319989.236755271,Maintain current stock and price
5,2012-07-13,316203.64,0,80.78,3.256,222.5121481,5.603,2012,7,28,341214.43,330824.46249999997,28,0,322711.79661122704,Maintain current stock and price
5,2012-07-20,321205.12,0,81.05,3.311,222.5209358,5.603,2012,7,29,316203.64,328029.4625,29,0,317570.9907640252,Maintain current stock and price
5,2012-07-27,306827.36,0,85.06,3.407,222.5297234,5.603,2012,7,30,321205.12,327070.3225,30,0,317400.47947016155,Maintain current stock and price
5,2012-08-03,324195.17,0,86.91,3.417,222.5385111,5.603,2012,8,31,306827.36,321362.6375,31,0,320124.84285369405,Maintain current stock and price
5,2012-08-10,306759.7,0,86.96,3.494,222.5472987,5.603,2012,8,32,324195.17,317107.8225,32,0,318265.73599445017,Maintain current stock and price
5,2012-08-17,314014.18,0,87.52,3.571,222.6276753,5.603,2012,8,33,306759.7,314746.83749999997,33,0,319715.58128258714,Maintain current stock and price
5,2012-08-24,320831.36,0,79.45,3.62,222.7617437,5.603,2012,8,34,314014.18,312949.10250000004,34,0,318793.68544897775,Maintain current stock and price
5,2012-08-31,344642.01,0,84.25,3.638,222.8958121,5.603,2012,8,35,320831.36,316450.1025,35,0,319126.85485817894,Maintain current stock and price
5,2012-09-07,350648.91,1,86.3,3.73,223.0298805,5.603,2012,9,36,344642.01,321561.8125,36,0,320747.30198705965,Maintain current stock and price
5,2012-09-14,299800.67,0,76.65,3.717,223.1734167,5.603,2012,9,37,350648.91,332534.115,37,0,327801.86775254423,Maintain current stock and price
5,2012-09-21,307306.76,0,71.09,3.721,223.3737593,5.603,2012,9,38,299800.67,328980.7375,38,0,320853.15887529677,Maintain current stock and price
5,2012-09-28,310141.68,0,78.33,3.666,223.5741019,5.603,2012,9,39,307306.76,325599.5875,39,0,321016.9401143258,Maintain current stock and price
5,2012-10-05,343048.29,0,71.17,3.617,223.7744444,5.422,2012,10,40,310141.68,316974.505,40,0,320922.2328130768,Maintain current stock and price
5,2012-10-12,325345.41,0,66.24,3.601,223.974787,5.422,2012,10,41,343048.29,315074.35,41,0,320070.6567547397,Maintain current stock and price
5,2012-10-19,313358.15,0,69.17,3.594,224.0192873,5.422,2012,10,42,325345.41,321460.535,42,0,316853.9708928508,Maintain current stock and price
5,2012-10-26,319550.77,0,71.7,3.506,224.0378139,5.422,2012,10,43,313358.15,322973.3825,43,0,316608.07609840634,Maintain current stock and price
6,2012-04-06,1840131.19,0,71.6,3.891,223.0419298,5.964,2012,4,14,1508933.26,1580347.8925,14,0,1590208.1662578129,Maintain current stock and price
6,2012-04-13,1616394.45,0,71.29,3.891,223.1163529,5.964,2012,4,15,1840131.19,1648054.5899999999,15,0,1638632.8977619684,Maintain current stock and price
6,2012-04-20,1456073.24,0,68.64,3.877,223.17092,5.964,2012,4,16,1616394.45,1615150.6300000001,16,0,1596365.56969192,Maintain current stock and price
6,2012-04-27,1456221.1,0,71.5,3.814,223.2254871,5.964,2012,4,17,1456073.24,1605383.0350000001,17,0,1575119.9991325526,Maintain current stock and price
6,2012-05-04,1543461.12,0,77.66,3.749,223.2800541,5.964,2012,5,18,1456221.1,1592204.9949999999,18,0,1578754.2631678716,Maintain current stock and price
6,2012-05-11,1517075.67,0,72.66,3.688,223.3346212,5.964,2012,5,19,1543461.12,1518037.4775,19,0,1507171.9237954565,Maintain current stock and price
6,2012-05-18,1513635.64,0,70.5,3.63,223.3511928,5.964,2012,5,20,1517075.67,1493207.7825,20,0,1497758.6326436899,Maintain current stock and price
6,2012-05-25,1603793.42,0,78.47,3.561,223.3525662,5.964,2012,5,21,1513635.64,1507598.3824999998,21,0,1494968.3193616685,Maintain current stock and price
6,2012-06-01,1681121.38,0,80.39,3.501,223.3539397,5.964,2012,6,22,1603793.42,1544491.4625,22,0,1548438.0017461688,Maintain current stock and price
6,2012-06-08,1696619.52,0,80.5,3.452,223.3553131,5.964,2012,6,23,1681121.38,1578906.5274999999,23,0,1577124.0433699028,Maintain current stock and price
6,2012-06-15,1642247.48,0,82.1,3.393,223.3680933,5.964,2012,6,24,1696619.52,1623792.49,24,0,1613903.3182508668,Maintain current stock and price
6,2012-06-22,1618272.25,0,81.2,3.346,223.4093906,5.964,2012,6,25,1642247.48,1655945.4500000002,25,0,1620799.5468287445,Maintain current stock and price
6,2012-06-29,1648863.46,0,87.35,3.286,223.4506878,5.964,2012,6,26,1618272.25,1659565.1575000002,26,0,1615194.6245983895,Maintain current stock and price
6,2012-07-06,1876359.39,0,82.95,3.227,223.4919851,5.668,2012,7,27,1648863.46,1651500.6774999998,27,0,1611737.7272389086,Maintain current stock and price
6,2012-07-13,1588142.26,0,80.27,3.256,223.5332824,5.668,2012,7,28,1876359.39,1696435.645,28,0,1769250.0192252412,Maintain current stock and price
6,2012-07-20,1574361.97,0,81.57,3.311,223.5424501,5.668,2012,7,29,1588142.26,1682909.3399999999,29,0,1630092.5842982477,Maintain current stock and price
6,2012-07-27,1513229.16,0,85.78,3.407,223.5516178,5.668,2012,7,30,1574361.97,1671931.7699999998,30,0,1628170.7821515214,Maintain current stock and price
6,2012-08-03,1627274.93,0,87.55,3.417,223.5607856,5.668,2012,8,31,1513229.16,1638023.1949999998,31,0,1587779.6840617869,Maintain current stock and price
6,2012-08-10,1588380.73,0,87.04,3.494,223.5699533,5.668,2012,8,32,1627274.93,1575752.0799999998,32,0,1569129.475710756,Maintain current stock and price
6,2012-08-17,1543049.52,0,87.53,3.571,223.6510224,5.668,2012,8,33,1588380.73,1575811.6975,33,0,1571295.0074237518,Maintain current stock and price
6,2012-08-24,1501095.49,0,79.03,3.62,223.7860175,5.668,2012,8,34,1543049.52,1567983.585,34,0,1560101.4116508886,Maintain current stock and price
6,2012-08-31,1577439.81,0,83.58,3.638,223.9210125,5.668,2012,8,35,1501095.49,1564950.1675,35,0,1547957.7901605258,Maintain current stock and price
6,2012-09-07,1608077.01,1,86.33,3.73,224.0560076,5.668,2012,9,36,1577439.81,1552491.3875000002,36,0,1560424.4135283786,Maintain current stock and price
6,2012-09-14,1375166.86,0,76.41,3.717,224.2004678,5.668,2012,9,37,1608077.01,1557415.4575,37,0,1560346.338941048,Maintain current stock and price
6,2012-09-21,1425603.65,0,70.81,3.721,224.4017192,5.668,2012,9,38,1375166.86,1515444.7925,38,0,1424630.2245988385,Reduce price / promo (demand softening)
6,2012-09-28,1369131.46,0,77.82,3.666,224.6029706,5.668,2012,9,39,1425603.65,1496571.8325,39,0,1470145.9193274556,Maintain current stock and price
6,2012-10-05,1518177.71,0,70.84,3.617,224.804222,5.329,2012,10,40,1369131.46,1444494.7449999999,40,0,1430829.4305270477,Maintain current stock and price
6,2012-10-12,1459396.84,0,65.43,3.601,225.0054733,5.329,2012,10,41,1518177.71,1422019.92,41,0,1449806.8600752929,Maintain current stock and price
6,2012-10-19,1436883.99,0,69.68,3.594,225.0501013,5.329,2012,10,42,1459396.84,1443077.415,42,0,1477986.3126528051,Maintain current stock and price
